ROTA;LOCALIDADE;REGIÃO;VALOR_UNITÁRIO
1876786;Jamaica - Mobile;LDIM;1,230900
1876788;Jamaica - Mobile;LDIM;1,230900
1876790;Jamaica - Mobile;LDIM;1,230900
1876797;Jamaica - Mobile;LDIM;1,230900
1876799;Jamaica - Mobile;LDIM;1,230900
187681;Jamaica - Mobile;LDIM;1,230900
187683;Jamaica - Mobile;LDIM;1,230900
1876909;Jamaica - Mobile;LDIM;1,230900
1876990;Jamaica - Mobile;LDIM;1,230900
1876804;Jamaica - Mobile;LDIM;1,230900
1876809;Jamaica - Mobile;LDIM;1,230900
187682;Jamaica - Mobile;LDIM;1,230900
187689;Jamaica - Mobile;LDIM;1,230900
1876919;Jamaica - Mobile;LDIM;1,230900
1876210;Jamaica - Mobile;LDIM;1,230900
1876259;Jamaica - Mobile;LDIM;1,230900
1876269;Jamaica - Mobile;LDIM;1,230900
187629;Jamaica - Mobile;LDIM;1,230900
18764;Jamaica - Mobile;LDIM;1,230900
1876506;Jamaica - Mobile;LDIM;1,230900
1876508;Jamaica - Mobile;LDIM;1,230900
1876526;Jamaica - Mobile;LDIM;1,230900
1876528;Jamaica - Mobile;LDIM;1,230900
1876552;Jamaica - Mobile;LDIM;1,230900
1876554;Jamaica - Mobile;LDIM;1,230900
187656;Jamaica - Mobile;LDIM;1,230900
1876561;Jamaica - Mobile;LDIM;1,230900
1876569;Jamaica - Mobile;LDIM;1,230900
187658;Jamaica - Mobile;LDIM;1,230900
1876655;Jamaica - Mobile;LDIM;1,230900
1876665;Jamaica - Mobile;LDIM;1,230900
1876707;Jamaica - Mobile;LDIM;1,230900
187678;Jamaica - Mobile;LDIM;1,230900
1876787;Jamaica - Mobile;LDIM;1,230900
1876789;Jamaica - Mobile;LDIM;1,230900
1876798;Jamaica - Mobile;LDIM;1,230900
187625;Jamaica - Mobile;LDIM;1,230900
1876255;Jamaica - Mobile;LDIM;1,230900
1876256;Jamaica - Mobile;LDIM;1,230900
1876257;Jamaica - Mobile;LDIM;1,230900
187650;Jamaica - Mobile;LDIM;1,230900
1876503;Jamaica - Mobile;LDIM;1,230900
1876504;Jamaica - Mobile;LDIM;1,230900
1876505;Jamaica - Mobile;LDIM;1,230900
1876529;Jamaica - Mobile;LDIM;1,230900
187653;Jamaica - Mobile;LDIM;1,230900
187654;Jamaica - Mobile;LDIM;1,230900
187655;Jamaica - Mobile;LDIM;1,230900
1876550;Jamaica - Mobile;LDIM;1,230900
1876564;Jamaica - Mobile;LDIM;1,230900
1876565;Jamaica - Mobile;LDIM;1,230900
1876566;Jamaica - Mobile;LDIM;1,230900
1876567;Jamaica - Mobile;LDIM;1,230900
1876667;Jamaica - Mobile;LDIM;1,230900
1876668;Jamaica - Mobile;LDIM;1,230900
1876669;Jamaica - Mobile;LDIM;1,230900
1876700;Jamaica - Mobile;LDIM;1,230900
1876791;Jamaica - Mobile;LDIM;1,230900
1876792;Jamaica - Mobile;LDIM;1,230900
1876793;Jamaica - Mobile;LDIM;1,230900
1876796;Jamaica - Mobile;LDIM;1,230900
187684;Jamaica - Mobile;LDIM;1,230900
187685;Jamaica - Mobile;LDIM;1,230900
187686;Jamaica - Mobile;LDIM;1,230900
187687;Jamaica - Mobile;LDIM;1,230900
81;Japan;LDIF;0,103300
8150;Japan - IP;LDIF;0,230000
8180;Japan - Mobile;LDIM;0,796900
8170;Japan - Mobile;LDIM;0,796900
8190;Japan - Mobile;LDIM;0,796900
962;Jordan;LDIF;0,578400
9620780;Jordan - Mobile;LDIM;0,724000
9620789;Jordan - Mobile;LDIM;0,724000
9626599;Jordan - Mobile;LDIM;0,724000
9627;Jordan - Mobile;LDIM;0,724000
9626799;Jordan - Mobile;LDIM;0,724000
772;Kazakstan;LDIF;0,690600
771;Kazakstan;LDIF;0,690600
7751;Kazakstan;LDIF;0,690600
7760;Kazakstan;LDIF;0,690600
7761;Kazakstan;LDIF;0,690600
7702;Kazakstan - Mobile;LDIM;1,517400
7707;Kazakstan - Mobile;LDIM;1,517400
7778;Kazakstan - Mobile;LDIM;1,517400
7747;Kazakstan - Mobile;LDIM;1,517400
7771;Kazakstan - Mobile;LDIM;1,517400
7775;Kazakstan - Mobile;LDIM;1,517400
7776;Kazakstan - Mobile;LDIM;1,517400
7705;Kazakstan - Mobile;LDIM;1,517400
7708;Kazakstan - Mobile;LDIM;1,517400
7777;Kazakstan - Mobile;LDIM;1,517400
7700;Kazakstan - Mobile;LDIM;1,517400
7701;Kazakstan - Mobile;LDIM;1,517400
254;Kenya;LDIF;1,403500
2547;Kenya - Mobile;LDIM;1,746500
686;Kiribati;LDIF;6,000000
82;Korea South;LDIF;0,096300
8220100;Korea South - Mobile;LDIM;0,337000
8201;Korea South - Mobile;LDIM;0,337000
821;Korea South - Mobile;LDIM;0,337000
821031;Korea South - Mobile SKT;LDIM;0,337000
821045;Korea South - Mobile SKT;LDIM;0,337000
821047;Korea South - Mobile SKT;LDIM;0,337000
821062;Korea South - Mobile SKT;LDIM;0,337000
821064;Korea South - Mobile SKT;LDIM;0,337000
821088;Korea South - Mobile SKT;LDIM;0,337000
821090;Korea South - Mobile SKT;LDIM;0,337000
821092;Korea South - Mobile SKT;LDIM;0,337000
821020;Korea South - Mobile SKT;LDIM;0,337000
821035;Korea South - Mobile SKT;LDIM;0,337000
821046;Korea South - Mobile SKT;LDIM;0,337000
821048;Korea South - Mobile SKT;LDIM;0,337000
821054;Korea South - Mobile SKT;LDIM;0,337000
821063;Korea South - Mobile SKT;LDIM;0,337000
821089;Korea South - Mobile SKT;LDIM;0,337000
821091;Korea South - Mobile SKT;LDIM;0,337000
821036;Korea South - Mobile SKT;LDIM;0,337000
821037;Korea South - Mobile SKT;LDIM;0,337000
821038;Korea South - Mobile SKT;LDIM;0,337000
821040;Korea South - Mobile SKT;LDIM;0,337000
821041;Korea South - Mobile SKT;LDIM;0,337000
821071;Korea South - Mobile SKT;LDIM;0,337000
821085;Korea South - Mobile SKT;LDIM;0,337000
821086;Korea South - Mobile SKT;LDIM;0,337000
821087;Korea South - Mobile SKT;LDIM;0,337000
821049;Korea South - Mobile SKT;LDIM;0,337000
821050;Korea South - Mobile SKT;LDIM;0,337000
821052;Korea South - Mobile SKT;LDIM;0,337000
821053;Korea South - Mobile SKT;LDIM;0,337000
821093;Korea South - Mobile SKT;LDIM;0,337000
821094;Korea South - Mobile SKT;LDIM;0,337000
8211;Korea South - Mobile SKT;LDIM;0,337000
8217;Korea South - Mobile SKT;LDIM;0,337000
822;Korea South - Seoul;LDIF;0,096300
82521;Korea South - Special Service;LDIF;0,337000
82531;Korea South - Special Service;LDIF;0,337000
82541;Korea South - Special Service;LDIF;0,337000
82551;Korea South - Special Service;LDIF;0,337000
822263;Korea South - Special Service;LDIF;0,337000
82431;Korea South - Special Service;LDIF;0,337000
82511;Korea South - Special Service;LDIF;0,337000
82611;Korea South - Special Service;LDIF;0,337000
82631;Korea South - Special Service;LDIF;0,337000
82311;Korea South - Special Service;LDIF;0,337000
82321;Korea South - Special Service;LDIF;0,337000
82331;Korea South - Special Service;LDIF;0,337000
82411;Korea South - Special Service;LDIF;0,337000
8221;Korea South - Special Service;LDIF;0,337000
82303;Korea South - Special Service;LDIF;0,337000
82421;Korea South - Special Service;LDIF;0,337000
8250;Korea South - Special Service;LDIF;0,337000
82621;Korea South - Special Service;LDIF;0,337000
82641;Korea South - Special Service;LDIF;0,337000
965;Kuwait;LDIF;0,430000
96558;Kuwait - Mobile;LDIM;0,430000
96559;Kuwait - Mobile;LDIM;0,430000
9656;Kuwait - Mobile;LDIM;0,430000
9657;Kuwait - Mobile;LDIM;0,430000
96540;Kuwait - Mobile;LDIM;0,430000
96544;Kuwait - Mobile;LDIM;0,430000
96550;Kuwait - Mobile;LDIM;0,430000
96551;Kuwait - Mobile;LDIM;0,430000
965570;Kuwait - Mobile;LDIM;0,430000
965579;Kuwait - Mobile;LDIM;0,430000
9659;Kuwait - Mobile;LDIM;0,430000
96555;Kuwait - Mobile;LDIM;0,430000
965578;Kuwait - Mobile;LDIM;0,430000
996;Kyrgyzstan;LDIF;0,690600
99631258;Kyrgyzstan - Mobile;LDIM;1,517400
99631299;Kyrgyzstan - Mobile;LDIM;1,517400
996623;Kyrgyzstan - Mobile;LDIM;1,517400
99631293;Kyrgyzstan - Mobile;LDIM;1,517400
99631295;Kyrgyzstan - Mobile;LDIM;1,517400
99631296;Kyrgyzstan - Mobile;LDIM;1,517400
99631297;Kyrgyzstan - Mobile;LDIM;1,517400
99631298;Kyrgyzstan - Mobile;LDIM;1,517400
9963127;Kyrgyzstan - Mobile;LDIM;1,517400
9965;Kyrgyzstan - Mobile;LDIM;1,517400
9967;Kyrgyzstan - Mobile;LDIM;1,517400
856;Laos;LDIF;0,327100
85620;Laos - Mobile;LDIM;0,327100
371;Latvia;LDIF;0,690600
37165153;Latvia - Mobile;LDIM;1,517400
37165159;Latvia - Mobile;LDIM;1,517400
3718502;Latvia - Mobile;LDIM;1,517400
3719040;Latvia - Mobile;LDIM;1,517400
3716850;Latvia - Mobile;LDIM;1,517400
37168510;Latvia - Mobile;LDIM;1,517400
37168519;Latvia - Mobile;LDIM;1,517400
371810;Latvia - Mobile;LDIM;1,517400
37165158;Latvia - Mobile;LDIM;1,517400
37165418;Latvia - Mobile;LDIM;1,517400
3718501;Latvia - Mobile;LDIM;1,517400
3719010;Latvia - Mobile;LDIM;1,517400
3712;Latvia - Mobile;LDIM;1,517400
3719060;Latvia - Mobile;LDIM;1,517400
961;Lebanon;LDIF;0,550000
9613;Lebanon - Mobile;LDIM;1,100000
96170;Lebanon - Mobile;LDIM;1,100000
96171;Lebanon - Mobile;LDIM;1,100000
961793;Lebanon - Mobile;LDIM;1,100000
96181;Lebanon - Mobile;LDIM;1,100000
961765;Lebanon - Mobile;LDIM;1,100000
961766;Lebanon - Mobile;LDIM;1,100000
961767;Lebanon - Mobile;LDIM;1,100000
961768;Lebanon - Mobile;LDIM;1,100000
961761;Lebanon - Mobile;LDIM;1,100000
961764;Lebanon - Mobile;LDIM;1,100000
961769;Lebanon - Mobile;LDIM;1,100000
961789;Lebanon - Mobile;LDIM;1,100000
961760;Lebanon - Mobile;LDIM;1,100000
961763;Lebanon - Mobile;LDIM;1,100000
961788;Lebanon - Mobile;LDIM;1,100000
961791;Lebanon - Mobile;LDIM;1,100000
266;Lesotho;LDIF;6,000000
2665;Lesotho - Mobile;LDIM;4,710000
2666;Lesotho - Mobile;LDIM;4,710000
231;Liberia;LDIF;1,403500
23128;Liberia - Mobile;LDIM;1,746500
23188;Liberia - Mobile;LDIM;1,746500
23138;Liberia - Mobile;LDIM;1,746500
23199;Liberia - Mobile;LDIM;1,746500
23139;Liberia - Mobile;LDIM;1,746500
2314;Liberia - Mobile;LDIM;1,746500
2315;Liberia - Mobile;LDIM;1,746500
2316;Liberia - Mobile;LDIM;1,746500
2317;Liberia - Mobile;LDIM;1,746500
218;Libya;LDIF;6,000000
21891;Libya - Mobile;LDIM;4,710000
21899;Libya - Mobile;LDIM;4,710000
21892;Libya - Mobile;LDIM;4,710000
21894;Libya - Mobile;LDIM;4,710000
21895;Libya - Mobile;LDIM;4,710000
21896;Libya - Mobile;LDIM;4,710000
423;Liechtenstein;LDIF;0,230000
4235;Liechtenstein - Mobile;LDIM;2,010000
4237;Liechtenstein - Mobile;LDIM;2,010000
4236;Liechtenstein - Mobile;LDIM;2,010000
370;Lithuania;LDIF;0,690600
3706;Lithuania - Mobile;LDIM;1,517400
3709;Lithuania - Mobile;LDIM;1,517400
352;Luxembourg;LDIF;0,082800
352621;Luxembourg - Mobile;LDIM;1,330100
352661;Luxembourg - Mobile;LDIM;1,330100
352698;Luxembourg - Mobile;LDIM;1,330100
3526021;Luxembourg - Mobile;LDIM;1,330100
352628;Luxembourg - Mobile;LDIM;1,330100
352668;Luxembourg - Mobile;LDIM;1,330100
352671;Luxembourg - Mobile;LDIM;1,330100
352678;Luxembourg - Mobile;LDIM;1,330100
352691;Luxembourg - Mobile;LDIM;1,330100
853;Macau;LDIF;0,479100
8536;Macau - Mobile;LDIM;0,479100
389;Macedonia;LDIF;0,690600
3897;Macedonia - Mobile;LDIM;1,517400
3898;Macedonia - Mobile;LDIM;1,517400
261;Madagascar;LDIF;1,403500
2613;Madagascar - Mobile;LDIM;1,746500
26122;Madagascar - Mobile;LDIM;1,746500
2613488;Madagascar - Mobile;LDIM;1,746500
261200;Madagascar - Mobile;LDIM;1,746500
265;Malawi;LDIF;1,267900
2659;Malawi - Mobile;LDIM;1,677800
2653;Malawi - Mobile;LDIM;1,677800
2654;Malawi - Mobile;LDIM;1,677800
2655;Malawi - Mobile;LDIM;1,677800
2658;Malawi - Mobile;LDIM;1,677800
60;Malaysia;LDIF;0,099800
603;Malaysia - Kuala Lumpur;LDIF;0,099800
601;Malaysia - Mobile;LDIM;0,239600
960;Maldives;LDIF;1,267900
9609;Maldives - Mobile;LDIM;1,680000
96076;Maldives - Mobile;LDIM;1,680000
96077;Maldives - Mobile;LDIM;1,680000
96078;Maldives - Mobile;LDIM;1,680000
96079;Maldives - Mobile;LDIM;1,680000
223;Mali;LDIF;1,267900
2237;Mali - Mobile;LDIM;1,677800
22391;Mali - Mobile;LDIM;1,677800
22393;Mali - Mobile;LDIM;1,677800
22395;Mali - Mobile;LDIM;1,677800
22396;Mali - Mobile;LDIM;1,677800
22397;Mali - Mobile;LDIM;1,677800
22398;Mali - Mobile;LDIM;1,677800
22399;Mali - Mobile;LDIM;1,677800
2236;Mali - Mobile;LDIM;1,677800
22392;Mali - Mobile;LDIM;1,677800
22394;Mali - Mobile;LDIM;1,677800
22382;Mali - Mobile;LDIM;1,677800
22383;Mali - Mobile;LDIM;1,677800
22389;Mali - Mobile;LDIM;1,677800
22390;Mali - Mobile;LDIM;1,677800
356;Malta;LDIF;0,694100
35674;Malta - Mobile;LDIM;1,495700
35675;Malta - Mobile;LDIM;1,495700
35676;Malta - Mobile;LDIM;1,495700
35677;Malta - Mobile;LDIM;1,495700
35670;Malta - Mobile;LDIM;1,495700
35673;Malta - Mobile;LDIM;1,495700
35678;Malta - Mobile;LDIM;1,495700
3568004;Malta - Mobile;LDIM;1,495700
35672;Malta - Mobile;LDIM;1,495700
35679;Malta - Mobile;LDIM;1,495700
3569;Malta - Mobile;LDIM;1,495700
692;Marshall Islands;LDIF;4,710000
596;Martinique (French Antilles);LDIF;0,687700
596696;Martinique (French Antilles) - Mobile;LDIM;1,639000
222;Mauritania;LDIF;6,000000
2227;Mauritania - Mobile;LDIM;1,746500
2222;Mauritania - Mobile;LDIM;1,746500
2224;Mauritania - Mobile;LDIM;1,746500
2223;Mauritania - Mobile;LDIM;1,746500
2226;Mauritania - Mobile;LDIM;1,746500
230;Mauritius;LDIF;1,403500
2305890;Mauritius - Mobile;LDIM;1,517400
2305891;Mauritius - Mobile;LDIM;1,517400
2305892;Mauritius - Mobile;LDIM;1,517400
2305894;Mauritius - Mobile;LDIM;1,517400
23057;Mauritius - Mobile;LDIM;1,517400
230585;Mauritius - Mobile;LDIM;1,517400
2307;Mauritius - Mobile;LDIM;1,517400
230582;Mauritius - Mobile;LDIM;1,517400
230587;Mauritius - Mobile;LDIM;1,517400
23059;Mauritius - Mobile;LDIM;1,517400
230471;Mauritius - Mobile;LDIM;1,517400
23052;Mauritius - Mobile;LDIM;1,517400
23054;Mauritius - Mobile;LDIM;1,517400
262;Mayotte Is. & Reunion;LDIF;6,000000
52;Mexico;LDIF;0,166800
5255;Mexico - Mexico City;LDIF;0,166800
521;Mexico - Mobile;LDIM;0,460000
691;Micronesia;LDIF;1,267900
373;Moldova;LDIF;0,690600
3736;Moldova - Mobile;LDIM;1,517400
3737;Moldova - Mobile;LDIM;1,517400
377;Monaco;LDIF;0,100000
3774;Monaco - Mobile;LDIM;1,130000
3776;Monaco - Mobile;LDIM;1,130000
976;Mongolia;LDIF;0,685900
97658;Mongolia - Mobile;LDIM;0,876100
9769;Mongolia - Mobile;LDIM;0,876100
97656;Mongolia - Mobile;LDIM;0,876100
9768;Mongolia - Mobile;LDIM;0,876100
97650;Mongolia - Mobile;LDIM;0,876100
97653;Mongolia - Mobile;LDIM;0,876100
97655;Mongolia - Mobile;LDIM;0,876100
382;Montenegro;LDIF;0,690600
38269;Montenegro - Mobile;LDIM;1,517400
38268;Montenegro - Mobile;LDIM;1,517400
38260;Montenegro - Mobile;LDIM;1,517400
38263;Montenegro - Mobile;LDIM;1,517400
38267;Montenegro - Mobile;LDIM;1,517400
1664;Montserrat;LDIF;0,687700
1664492;Montserrat - Mobile;LDIM;1,639000
1664773;Montserrat - Mobile;LDIM;1,639000
1664349;Montserrat - Mobile;LDIM;1,639000
212;Morocco;LDIF;0,917800
212526;Morocco - Mobile;LDIM;1,468700
212527;Morocco - Mobile;LDIM;1,468700
212533;Morocco - Mobile;LDIM;1,468700
212540;Morocco - Mobile;LDIM;1,468700
2126;Morocco - Mobile;LDIM;1,468700
212529;Morocco - Mobile;LDIM;1,468700
212534;Morocco - Mobile;LDIM;1,468700
212892;Morocco - Mobile;LDIM;1,468700
212546;Morocco - Mobile;LDIM;1,468700
212547;Morocco - Mobile;LDIM;1,468700
212550;Morocco - Mobile;LDIM;1,468700
212553;Morocco - Mobile;LDIM;1,468700
258;Mozambique;LDIF;0,910000
25881;Mozambique - Mobile;LDIM;0,910000
25886;Mozambique - Mobile;LDIM;0,910000
25889;Mozambique - Mobile;LDIM;0,910000
25887;Mozambique - Mobile;LDIM;0,910000
25882;Mozambique - Mobile;LDIM;0,910000
25883;Mozambique - Mobile;LDIM;0,910000
25884;Mozambique - Mobile;LDIM;0,910000
25885;Mozambique - Mobile;LDIM;0,910000
95;Myanmar;LDIF;1,270000
959;Myanmar - Mobile;LDIM;1,680000
264;Namibia;LDIF;1,403500
26460;Namibia - Mobile;LDIM;1,746500
26481;Namibia - Mobile;LDIM;1,746500
26485;Namibia - Mobile;LDIM;1,746500
674;Nauru;LDIF;6,000000
674556;Nauru - Mobile;LDIM;4,710000
674555;Nauru - Mobile;LDIM;4,710000
674557;Nauru - Mobile;LDIM;4,710000
674558;Nauru - Mobile;LDIM;4,710000
674559;Nauru - Mobile;LDIM;4,710000
977;Nepal;LDIF;6,000000
97715;Nepal - Kathmandu;LDIF;6,000000
97716;Nepal - Kathmandu;LDIF;6,000000
97714;Nepal - Kathmandu;LDIF;6,000000
977961;Nepal - Mobile;LDIM;4,710000
977975;Nepal - Mobile;LDIM;4,710000
977980;Nepal - Mobile;LDIM;4,710000
977960;Nepal - Mobile;LDIM;4,710000
97798;Nepal - Mobile;LDIM;4,710000
977981;Nepal - Mobile;LDIM;4,710000
977982;Nepal - Mobile;LDIM;4,710000
977962;Nepal - Mobile;LDIM;4,710000
977963;Nepal - Mobile;LDIM;4,710000
977972;Nepal - Mobile;LDIM;4,710000
977974;Nepal - Mobile;LDIM;4,710000
31;Netherlands;LDIF;0,050000
312;Netherlands - Amsterdam;LDIF;0,050000
316;Netherlands - Mobile;LDIM;1,448700
319;Netherlands - Mobile;LDIM;1,448700
318;Netherlands - Mobile;LDIM;1,448700
1721;Netherlands Antilles;LDIF;0,687700
599;Netherlands Antilles;LDIF;0,687700
599581;Netherlands Antilles - Mobile;LDIM;1,639000
599586;Netherlands Antilles - Mobile;LDIM;1,639000
599587;Netherlands Antilles - Mobile;LDIM;1,639000
599588;Netherlands Antilles - Mobile;LDIM;1,639000
599318;Netherlands Antilles - Mobile;LDIM;1,639000
59954;Netherlands Antilles - Mobile;LDIM;1,639000
59956;Netherlands Antilles - Mobile;LDIM;1,639000
599630;Netherlands Antilles - Mobile;LDIM;1,639000
59966;Netherlands Antilles - Mobile;LDIM;1,639000
59979;Netherlands Antilles - Mobile;LDIM;1,639000
59996;Netherlands Antilles - Mobile;LDIM;1,639000
59955;Netherlands Antilles - Mobile;LDIM;1,639000
599580;Netherlands Antilles - Mobile;LDIM;1,639000
59961;Netherlands Antilles - Mobile;LDIM;1,639000
599631;Netherlands Antilles - Mobile;LDIM;1,639000
59978;Netherlands Antilles - Mobile;LDIM;1,639000
59995;Netherlands Antilles - Mobile;LDIM;1,639000
599416;Netherlands Antilles - Mobile;LDIM;1,639000
59951;Netherlands Antilles - Mobile;LDIM;1,639000
59952;Netherlands Antilles - Mobile;LDIM;1,639000
599530;Netherlands Antilles - Mobile;LDIM;1,639000
59967;Netherlands Antilles - Mobile;LDIM;1,639000
59969;Netherlands Antilles - Mobile;LDIM;1,639000
599700;Netherlands Antilles - Mobile;LDIM;1,639000
599701;Netherlands Antilles - Mobile;LDIM;1,639000
59977;Netherlands Antilles - Mobile;LDIM;1,639000
687;New Caledonia;LDIF;6,000000
68777;New Caledonia - Mobile;LDIM;4,710000
68779;New Caledonia - Mobile;LDIM;4,710000
68786;New Caledonia - Mobile;LDIM;4,710000
68789;New Caledonia - Mobile;LDIM;4,710000
68778;New Caledonia - Mobile;LDIM;4,710000
68780;New Caledonia - Mobile;LDIM;4,710000
68785;New Caledonia - Mobile;LDIM;4,710000
68787;New Caledonia - Mobile;LDIM;4,710000
68774;New Caledonia - Mobile;LDIM;4,710000
68775;New Caledonia - Mobile;LDIM;4,710000
68776;New Caledonia - Mobile;LDIM;4,710000
6879;New Caledonia - Mobile;LDIM;4,710000
68781;New Caledonia - Mobile;LDIM;4,710000
68782;New Caledonia - Mobile;LDIM;4,710000
68783;New Caledonia - Mobile;LDIM;4,710000
68784;New Caledonia - Mobile;LDIM;4,710000
64;New Zealand;LDIF;0,116200
642;New Zealand - Mobile;LDIM;1,677200
505;Nicaragua;LDIF;0,755200
5055;Nicaragua - Mobile;LDIM;1,319600
5057;Nicaragua - Mobile;LDIM;1,319600
5058;Nicaragua - Mobile;LDIM;1,319600
227;Niger;LDIF;1,403500
22723;Niger - Mobile;LDIM;1,746500
22780;Niger - Mobile;LDIM;1,746500
22788;Niger - Mobile;LDIM;1,746500
22789;Niger - Mobile;LDIM;1,746500
2279;Niger - Mobile;LDIM;1,746500
234;Nigeria;LDIF;0,380000
2341;Nigeria - Lagos;LDIF;0,380000
23470;Nigeria - Mobile;LDIM;1,150400
2348190;Nigeria - Mobile;LDIM;1,150400
23490;Nigeria - Mobile;LDIM;1,150400
23480;Nigeria - Mobile;LDIM;1,150400
234818;Nigeria - Mobile;LDIM;1,150400
2348191;Nigeria - Mobile;LDIM;1,150400
234811;Nigeria - Mobile;LDIM;1,150400
234812;Nigeria - Mobile;LDIM;1,150400
234815;Nigeria - Mobile;LDIM;1,150400
234817;Nigeria - Mobile;LDIM;1,150400
234706;Nigeria - Mobile - MTN;LDIM;1,150400
234803;Nigeria - Mobile - MTN;LDIM;1,150400
234806;Nigeria - Mobile - MTN;LDIM;1,150400
234810;Nigeria - Mobile - MTN;LDIM;1,150400
234814;Nigeria - Mobile - MTN;LDIM;1,150400
234903;Nigeria - Mobile - MTN;LDIM;1,150400
234703;Nigeria - Mobile - MTN;LDIM;1,150400
234813;Nigeria - Mobile - MTN;LDIM;1,150400
234816;Nigeria - Mobile - MTN;LDIM;1,150400
683;Niue;LDIF;6,000000
68330;Niue - Mobile;LDIM;4,710000
68349;Niue - Mobile;LDIM;4,710000
6723;Norfolk Island;LDIF;46,659200
850;North Korea;LDIF;6,000000
47;Norway;LDIF;0,079200
470;Norway - Mobile;LDIM;1,118100
4785;Norway - Mobile;LDIM;1,118100
479;Norway - Mobile;LDIM;1,118100
471;Norway - Mobile;LDIM;1,118100
4781;Norway - Mobile;LDIM;1,118100
47880;Norway - Mobile;LDIM;1,118100
474;Norway - Mobile;LDIM;1,118100
4758;Norway - Mobile;LDIM;1,118100
4759;Norway - Mobile;LDIM;1,118100
478;Norway - Mobile;LDIM;1,118100
968;Oman;LDIF;0,894900
96815;Oman - Mobile;LDIM;0,913700
96871;Oman - Mobile;LDIM;0,913700
96879;Oman - Mobile;LDIM;0,913700
9689;Oman - Mobile;LDIM;0,913700
92;Pakistan;LDIF;0,480900
9221;Pakistan - Karachi;LDIF;0,480900
923;Pakistan - Mobile;LDIM;0,480900
680;Palau;LDIF;6,000000
97292;Palestine;LDIF;0,085700
97282;Palestine;LDIF;0,085700
970;Palestine;LDIF;0,085700
97222;Palestine;LDIF;0,085700
97232;Palestine;LDIF;0,085700
97242;Palestine;LDIF;0,085700
970056;Palestine - Mobile;LDIM;1,444000
97056;Palestine - Mobile;LDIM;1,444000
97059;Palestine - Mobile;LDIM;1,444000
97256;Palestine - Mobile;LDIM;1,444000
97259;Palestine - Mobile;LDIM;1,444000
970059;Palestine - Mobile;LDIM;1,444000
507;Panama;LDIF;0,191400
507208;Panama - Mobile;LDIM;0,591300
507218;Panama - Mobile;LDIM;0,591300
507209;Panama - Mobile;LDIM;0,591300
507219;Panama - Mobile;LDIM;0,591300
507718;Panama - Mobile;LDIM;0,591300
507408;Panama - Mobile;LDIM;0,591300
507418;Panama - Mobile;LDIM;0,591300
5076;Panama - Mobile;LDIM;0,591300
507708;Panama - Mobile;LDIM;0,591300
675;Papua New Guinea;LDIF;6,000000
6757;Papua New Guinea - Mobile;LDIM;4,710000
595;Paraguay;LDIF;0,594300
59521;Paraguay - Asuncion;LDIF;0,594300
5959;Paraguay - Mobile;LDIM;0,974800
51;Peru;LDIF;0,229000
511;Peru - Lima;LDIF;0,100400
519;Peru - Mobile;LDIM;1,361800
5119;Peru - Mobile - Lima;LDIM;1,361800
5199;Peru - Mobile - Lima;LDIM;1,361800
51548;Peru - Rural;LDIF;1,741200
51568;Peru - Rural;LDIF;1,741200
51618;Peru - Rural;LDIF;1,741200
51628;Peru - Rural;LDIF;1,741200
51448;Peru - Rural;LDIF;1,741200
51528;Peru - Rural;LDIF;1,741200
51648;Peru - Rural;LDIF;1,741200
511600;Peru - Rural;LDIF;1,741200
51518;Peru - Rural;LDIF;1,741200
51538;Peru - Rural;LDIF;1,741200
51638;Peru - Rural;LDIF;1,741200
51658;Peru - Rural;LDIF;1,741200
51828;Peru - Rural;LDIF;1,741200
51848;Peru - Rural;LDIF;1,741200
51668;Peru - Rural;LDIF;1,741200
51768;Peru - Rural;LDIF;1,741200
51838;Peru - Rural;LDIF;1,741200
511730;Peru - Rural;LDIF;1,741200
5118;Peru - Rural;LDIF;1,741200
51418;Peru - Rural;LDIF;1,741200
51428;Peru - Rural;LDIF;1,741200
51438;Peru - Rural;LDIF;1,741200
51678;Peru - Rural;LDIF;1,741200
51728;Peru - Rural;LDIF;1,741200
51738;Peru - Rural;LDIF;1,741200
51748;Peru - Rural;LDIF;1,741200
63;Philippines;LDIF;0,805100
632;Philippines - Manila;LDIF;0,805100
63916;Philippines - Mobile - GT;LDIM;0,814500
63926;Philippines - Mobile - GT;LDIM;0,814500
63995;Philippines - Mobile - GT;LDIM;0,814500
63997;Philippines - Mobile - GT;LDIM;0,814500
63917;Philippines - Mobile - GT;LDIM;0,814500
63927;Philippines - Mobile - GT;LDIM;0,814500
63977;Philippines - Mobile - GT;LDIM;0,814500
63996;Philippines - Mobile - GT;LDIM;0,814500
63905;Philippines - Mobile - GT;LDIM;0,814500
63906;Philippines - Mobile - GT;LDIM;0,814500
63915;Philippines - Mobile - GT;LDIM;0,814500
63935;Philippines - Mobile - GT;LDIM;0,814500
63936;Philippines - Mobile - GT;LDIM;0,814500
63975;Philippines - Mobile - GT;LDIM;0,814500
63976;Philippines - Mobile - GT;LDIM;0,814500
63945;Philippines - Mobile - Others;LDIM;0,814500
63974;Philippines - Mobile - Others;LDIM;0,814500
63973;Philippines - Mobile - Others;LDIM;0,814500
63979;Philippines - Mobile - Others;LDIM;0,814500
63817;Philippines - Mobile - Others;LDIM;0,814500
639;Philippines - Mobile - Others;LDIM;0,814500
63903;Philippines - Mobile - Others;LDIM;0,814500
